date,nav,cash,positions_value,industry_value,defense_value,num_positions,bench_price,max_total_position,positions_pct,positions_detail,daily_return,cumulative_return,bench_return,peak,drawdown,regime_id,regime_name,confidence,reason
2019-08-13,1000000.0,1000000.0,0.0,0.0,0.0,0,3665.7515,1.0,{},{},,0.0,0.0,1000000.0,0.0,,,,
2019-08-14,1000000.0,1000000.0,0.0,0.0,0.0,0,3682.4015,1.0,{},{},0.0,0.0,0.004542042743486574,1000000.0,0.0,,,,
2019-08-15,999814.1245305209,402957.5652087785,596856.5593217424,201216.7593217423,395639.80000000005,3,3694.0006,1.0,"{'512400.SH': 0.20125416753461745, '511010.SH': 0.1969816140499903, '518880.SH': 0.1987317393553531}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.63629040973111, 'market_value': 201216.7593217423}, '511010.SH': {'shares': 1700, 'cost': 115.859, 'entry_date': '2019-08-15', 'high_water': 115.859, 'market_value': 196945.0}, '518880.SH': {'shares': 58200, 'cost': 3.435, 'entry_date': '2019-08-15', 'high_water': 3.435, 'market_value': 198694.80000000002}}",-0.00018587546947912426,-0.00018587546947912426,0.007706223403304957,1000000.0,-0.00018587546947912778,3.0,震荡,0.65,沪深300在MA20下方或附近（相对MA50: 97.76%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度低（29% 行业ETF站上MA50）
2019-08-16,1000861.53718796,402957.5652087785,597903.9719791815,202139.77197918156,395764.19999999995,3,3710.5386,1.0,"{'512400.SH': 0.20196577095680726, '511010.SH': 0.1966090140229311, '518880.SH': 0.19881451390276655}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.64118495134443, 'market_value': 202139.77197918156}, '511010.SH': {'shares': 1700, 'cost': 115.859, 'entry_date': '2019-08-15', 'high_water': 115.862, 'market_value': 196778.4}, '518880.SH': {'shares': 58200, 'cost': 3.435, 'entry_date': '2019-08-15', 'high_water': 3.436, 'market_value': 198985.8}}",0.0010476073819529752,0.0008615371879598932,0.0122177130664749,1000861.53718796,0.0,3.0,震荡,0.65,沪深300在MA20下方或附近（相对MA50: 98.02%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度低（29% 行业ETF站上MA50）
2019-08-19,1001692.6333886506,402957.5652087785,598735.0681798721,204293.4681798721,394441.6,3,3791.0946,1.0,"{'512400.SH': 0.2039482585478968, '511010.SH': 0.1961132521614347, '518880.SH': 0.19766183098521262}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.64412167631242, 'market_value': 204293.4681798721}, '511010.SH': {'shares': 1700, 'cost': 115.859, 'entry_date': '2019-08-15', 'high_water': 115.862, 'market_value': 196445.19999999998}, '518880.SH': {'shares': 58200, 'cost': 3.435, 'entry_date': '2019-08-15', 'high_water': 3.436, 'market_value': 197996.4}}",0.0008303807967540155,0.0016926333886506661,0.03419301608415082,1001692.6333886506,0.0,3.0,震荡,0.65,沪深300在MA20下方或附近（相对MA50: 98.38%）；MA50斜率仍为正但接近0；低波动率，缺乏方向
2019-08-20,1003011.1295893411,402957.5652087785,600053.5643805626,206447.16438056267,393606.4,3,3787.7324,1.0,"{'512400.SH': 0.2058273914319251, '511010.SH': 0.1958351150903195, '518880.SH': 0.19658964310867746}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.64803730960307, 'market_value': 206447.16438056267}, '511010.SH': {'shares': 1700, 'cost': 115.859, 'entry_date': '2019-08-15', 'high_water': 115.862, 'market_value': 196424.8}, '518880.SH': {'shares': 58200, 'cost': 3.435, 'entry_date': '2019-08-15', 'high_water': 3.436, 'market_value': 197181.6}}",0.001316268241117191,0.0030111295893411327,0.03327582352486247,1003011.1295893411,0.0,3.0,震荡,0.65,沪深300高于MA20但接近MA50（相对MA50: 100.42%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度高（86% 行业ETF站上MA50）
2019-08-21,1000800.8625028385,402957.5652087785,597843.29729406,203985.7972940601,393857.5,3,3781.7579,1.0,"{'512400.SH': 0.20382256344576397, '511010.SH': 0.1963440554083682, '518880.SH': 0.19719827129889217}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.65488966786172, 'market_value': 203985.7972940601}, '511010.SH': {'shares': 1700, 'cost': 115.859, 'entry_date': '2019-08-15', 'high_water': 115.862, 'market_value': 196501.3}, '518880.SH': {'shares': 58200, 'cost': 3.435, 'entry_date': '2019-08-15', 'high_water': 3.436, 'market_value': 197356.2}}",-0.0022036316659891364,0.0008008625028383953,0.03164600764672687,1003011.1295893411,-0.002203631665989161,3.0,震荡,0.65,沪深300高于MA20但接近MA50（相对MA50: 100.29%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度高（75% 行业ETF站上MA50）
2019-08-22,1006631.0921709824,72.17252273741178,1006558.919648245,1006558.919648245,0.0,5,3793.5061,1.0,"{'512400.SH': 0.20233641499089416, '512010.SH': 0.19959969105133896, '512480.SH': 0.19711147388868597, '159928.SZ': 0.20050145636244443, '512660.SH': 0.20037926661392919}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.65488966786172, 'market_value': 203678.12640824492}, '512010.SH': {'shares': 461500, 'cost': 0.4315285, 'entry_date': '2019-08-22', 'high_water': 0.4315285, 'market_value': 200923.255}, '512480.SH': {'shares': 353600, 'cost': 0.5631752, 'entry_date': '2019-08-22', 'high_water': 0.5631752, 'market_value': 198418.53824000002}, '159928.SZ': {'shares': 274600, 'cost': 0.725, 'entry_date': '2019-08-22', 'high_water': 0.725, 'market_value': 201831.0}, '512660.SH': {'shares': 258600, 'cost': 0.77, 'entry_date': '2019-08-22', 'high_water': 0.77, 'market_value': 201708.0}}",0.005825564192224464,0.0066310921709824555,0.03485086209471655,1006631.0921709824,0.0,3.0,震荡,0.65,沪深300高于MA20但接近MA50（相对MA50: 100.09%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度高（75% 行业ETF站上MA50）
2019-08-23,1009560.8417135432,72.17252273741178,1009488.6691908058,1009488.6691908058,0.0,5,3820.8638,1.0,"{'512400.SH': 0.20083496246414062, '512010.SH': 0.20604470320672652, '512480.SH': 0.19386423616411794, '159928.SZ': 0.20066759885035498, '512660.SH': 0.1985170102871983}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.65488966786172, 'market_value': 202755.11375080564}, '512010.SH': {'shares': 461500, 'cost': 0.4315285, 'entry_date': '2019-08-22', 'high_water': 0.4356261, 'market_value': 208014.66400000002}, '512480.SH': {'shares': 353600, 'cost': 0.5631752, 'entry_date': '2019-08-22', 'high_water': 0.5631752, 'market_value': 195717.74144}, '159928.SZ': {'shares': 274600, 'cost': 0.725, 'entry_date': '2019-08-22', 'high_water': 0.735, 'market_value': 202586.15}, '512660.SH': {'shares': 258600, 'cost': 0.77, 'entry_date': '2019-08-22', 'high_water': 0.778, 'market_value': 200415.0}}",0.002910450079822491,0.0095608417135431,0.042313915714145,1009560.8417135432,0.0,3.0,震荡,0.65,沪深300高于MA20但接近MA50（相对MA50: 100.34%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度高（75% 行业ETF站上MA50）
2019-08-26,1007683.7327367975,72.17252273741178,1007611.5602140601,1007611.5602140601,0.0,5,3765.9105,1.0,"{'512400.SH': 0.2024303763841152, '512010.SH': 0.20689767813732882, '512480.SH': 0.19404668545053666, '159928.SZ': 0.19818008717638141, '512660.SH': 0.1983735506547196}","{'512400.SH': {'shares': 314300, 'cost': 0.63629040973111, 'entry_date': '2019-08-15', 'high_water': 0.65488966786172, 'market_value': 203985.7972940601}, '512010.SH': {'shares': 461500, 'cost': 0.4315285, 'entry_date': '2019-08-22', 'high_water': 0.4417725, 'market_value': 208487.4246}, '512480.SH': {'shares': 353600, 'cost': 0.5631752, 'entry_date': '2019-08-22', 'high_water': 0.5631752, 'market_value': 195537.68832000002}, '159928.SZ': {'shares': 274600, 'cost': 0.725, 'entry_date': '2019-08-22', 'high_water': 0.735, 'market_value': 199702.84999999998}, '512660.SH': {'shares': 258600, 'cost': 0.77, 'entry_date': '2019-08-22', 'high_water': 0.778, 'market_value': 199897.80000000002}}",-0.0018593321959274878,0.007683732736797566,0.027322910459151473,1009560.8417135432,-0.0018593321959274715,3.0,震荡,0.65,沪深300高于MA20但接近MA50（相对MA50: 100.98%）；MA50斜率仍为正但接近0；低波动率，缺乏方向；市场宽度高（75% 行业ETF站上MA50）
